uid,uname,gender,zodiac,last_seen,duty,vip,IsFemale,IsNA,login,post,life,uscore,ycf,isDuty,isBM,isManager,isVIP
45037,chestnut,Å®,Ë«×Ó×ù,2018/1/26 12:48,user,NA,1,0,795,110,663,2.8,0,0,0,0,0
45038,kervin,ÄÐ,Ë«×Ó×ù,2018/1/27 15:50,user,NA,0,0,280,0,119,0.2,0,0,0,0,0
45039,mmadge,Å®,Ìì³Ó×ù,2016/4/17 20:48,user,NA,1,0,1992,750,15,3.6,0,0,0,0,0
45042,lsywinner,ÄÐ,Ë«Óã×ù,2017/3/17 19:29,user,NA,0,0,310,13,349,2.2,0,0,0,0,0
45044,NShea,ÄÐ,´¦Å®×ù,2018/1/26 15:08,user,NA,0,0,2645,51,663,2.5,0,0,0,0,0
45045,Isin,ÄÐ,ÉäÊÖ×ù,2018/1/25 9:29,user,NA,0,0,1687,62,662,2.6,0,0,0,0,0
45046,sylviana,Å®,Ìì³Ó×ù,2016/12/21 8:58,user,NA,1,0,1992,238,262,3.1,0,0,0,0,0
45047,pppppyx,Å®,Ë«×Ó×ù,2016/6/3 14:32,user,NA,1,0,666,2,61,2,0,0,0,0,0
45049,bearpku,ÄÐ,´¦Å®×ù,2018/1/24 19:24,user,NA,0,0,1758,39,662,2.5,0,0,0,0,0
45053,kuangjuan,ÄÐ,Ìì³Ó×ù,2017/9/22 6:29,user,NA,0,0,391,53,537,2.5,0,0,0,0,0
45054,mememe,Å®,±£ÃÜ,2017/10/24 14:35,user,NA,1,0,10,0,24,0.2,0,0,0,0,0
45056,hollylight,Å®,½ðÅ£×ù,2018/1/21 7:22,user,NA,1,0,20,1,113,0.2,0,0,0,0,0
45057,imdes,Å®,Ê¨×Ó×ù,2017/9/26 16:03,user,NA,1,0,3418,225,541,3.1,1,0,0,0,0
45058,crazyzoe,Å®,Ë«Óã×ù,2018/1/27 10:14,user,NA,1,0,1252,111,566,2.8,0,0,0,0,0
45059,ershazi,Å®,Ìì³Ó×ù,2018/1/3 22:54,user,NA,1,0,71,0,96,0.2,0,0,0,0,0
45060,lingbin,ÄÐ,Ë®Æ¿×ù,2016/6/22 16:29,user,NA,0,0,2343,747,81,3.6,0,0,0,0,0
45061,xantheluna,Å®,ÉäÊÖ×ù,2017/12/27 16:27,user,NA,1,0,412,84,536,2.7,0,0,0,0,0
45065,liuzaitian,ÄÐ,Ê¨×Ó×ù,2017/10/26 23:18,user,NA,0,0,7,0,27,0.2,0,0,0,0,0
45066,IDEALMAX,ÄÐ,ÉäÊÖ×ù,2017/12/26 16:06,user,NA,0,0,947,233,535,3.1,2,0,0,0,0
45068,vanpaul,ÄÐ,½ðÅ£×ù,2018/1/27 9:42,user,NA,0,0,1877,153,664,2.9,0,0,0,0,0
45071,FDB,±£ÃÜ,±£ÃÜ,2006/3/2 13:04,user,1,0,1,101,54,999,5.6,0,0,0,0,1
45072,WTV,Å®,Ë«Óã×ù,2017/11/2 7:12,user,NA,1,0,1483,540,578,3.4,0,0,0,0,0
45073,Djakarta,ÄÐ,Ë«×Ó×ù,2017/12/1 13:12,user,NA,0,0,414,77,607,2.7,1,0,0,0,0
45074,gortkurt,±£ÃÜ,±£ÃÜ,2018/1/6 16:48,user,NA,0,1,6,0,99,0.2,0,0,0,0,0
45078,kjkf,Å®,±£ÃÜ,2018/1/12 9:43,user,NA,1,0,82,1,104,0.2,0,0,0,0,0
45079,simplist,ÄÐ,ÉäÊÖ×ù,2017/4/23 17:30,user,NA,0,0,700,40,386,2.5,0,0,0,0,0
45080,zhimingbuju,Å®,Ìì³Ó×ù,2017/4/20 7:40,user,NA,1,0,1193,321,382,3.2,0,0,0,0,0
45083,AlanYu,Å®,±£ÃÜ,2017/11/27 20:15,user,NA,1,0,11,0,59,0.2,0,0,0,0,0
45084,wizerd,Å®,¾ÞÐ·×ù,2017/12/19 10:59,user,NA,1,0,868,23,402,2.3,0,0,0,0,0
45085,leonana,ÄÐ,Ê¨×Ó×ù,2017/12/21 20:01,user,NA,0,0,720,39,405,2.5,0,0,0,0,0
45089,wyfwyfwyf,ÄÐ,ÌìÐ«×ù,2017/11/16 13:40,user,NA,0,0,5,1,47,0.2,0,0,0,0,0
45090,rungao,ÄÐ,Ìì³Ó×ù,2017/11/16 20:52,user,NA,0,0,596,94,593,2.7,0,0,0,0,0
45097,longmaoqian,ÄÐ,ÌìÐ«×ù,2018/1/27 15:08,user,NA,0,0,3470,105,664,2.8,0,0,0,0,0
45098,DMM,ÄÐ,ÌìÐ«×ù,2018/1/26 18:06,user,NA,0,0,137,0,29,0.2,0,0,0,0,0
45099,cest,ÄÐ,Ê¨×Ó×ù,2017/7/18 18:18,user,NA,0,0,1579,529,472,3.4,0,0,0,0,0
45100,doggytmx,ÄÐ,ÉäÊÖ×ù,2016/11/21 1:02,user,NA,0,0,405,27,134,2.4,0,0,0,0,0
45102,xuexiaoyu,Å®,ÉäÊÖ×ù,2017/7/29 13:48,user,NA,1,0,637,5,384,2,0,0,0,0,0
45103,Qiucus,Å®,Ìì³Ó×ù,2017/11/17 18:26,user,NA,1,0,550,41,496,2.5,0,0,0,0,0
45105,yunyoujun,ÄÐ,½ðÅ£×ù,2017/3/30 14:21,user,NA,0,0,233,7,361,2.1,0,0,0,0,0
45106,zhongping,±£ÃÜ,±£ÃÜ,2018/1/21 12:32,user,NA,0,1,68,0,113,0.2,0,0,0,0,0
45107,duanmujin,Å®,±£ÃÜ,2018/1/13 21:28,user,NA,1,0,40,6,106,0.4,0,0,0,0,0
45108,littlexin,Å®,½ðÅ£×ù,2018/1/26 1:43,user,NA,1,0,503,30,118,0.7,0,0,0,0,0
45109,wxlll,ÄÐ,´¦Å®×ù,2017/5/9 10:38,user,NA,0,0,108,19,401,2.3,0,0,0,0,0
45110,hazz,±£ÃÜ,±£ÃÜ,2018/1/10 15:01,user,NA,0,1,150,0,102,0.2,0,0,0,0,0
45113,COwuhai,ÄÐ,ÉäÊÖ×ù,2018/1/27 8:30,user,NA,0,0,1273,85,664,2.7,0,0,0,0,0
45114,pikachu,ÄÐ,Ë«×Ó×ù,2018/1/26 10:15,user,NA,0,0,22,0,118,0.2,0,0,0,0,0
45115,wangqm,ÄÐ,±£ÃÜ,2017/11/29 9:08,user,NA,0,0,10,0,60,0.2,0,0,0,0,0
45116,mashibo,ÄÐ,Ä¦ôÉ×ù,2017/12/25 12:36,user,NA,0,0,257,42,631,2.5,0,0,0,0,0
45118,Ailsa,Å®,Ìì³Ó×ù,2018/1/26 22:55,user,NA,1,0,2485,176,664,3,2,0,0,0,0
45120,zhcr,ÄÐ,ÄµÑò×ù,2017/8/3 16:03,user,NA,0,0,1076,98,389,2.7,0,0,0,0,0
45122,Rongting,±£ÃÜ,±£ÃÜ,2018/1/25 10:14,user,NA,0,1,33,7,117,0.4,0,0,0,0,0
45123,suinb,ÄÐ,ÌìÐ«×ù,2017/11/8 17:09,user,NA,0,0,475,21,585,2.3,0,0,0,0,0
45128,vanpersiexp,ÄÐ,ÉäÊÖ×ù,2017/11/13 15:12,user,NA,0,0,717,204,491,3,0,0,0,0,0
45133,fanxiao,ÄÐ,Ìì³Ó×ù,2016/11/29 15:51,user,NA,0,0,334,16,240,2.2,0,0,0,0,0
45135,hoccba,ÄÐ,¾ÞÐ·×ù,2018/1/9 20:10,user,NA,0,0,143,16,647,2.2,0,0,0,0,0
45137,choice,ÄÐ,Ë«×Ó×ù,2017/1/12 8:37,user,NA,0,0,247,66,284,2.6,0,0,0,0,0
45140,hanguang,ÄÐ,¾ÞÐ·×ù,2018/1/27 15:27,user,NA,0,0,1735,68,566,2.6,0,0,0,0,0
45142,juwend,Å®,Ë«Óã×ù,2018/1/26 15:36,user,NA,1,0,2276,810,663,3.6,1,0,0,0,0
45144,dzzdzzdzz,ÄÐ,Ë«Óã×ù,2017/1/16 10:23,user,NA,0,0,198,9,288,2.1,0,0,0,0,0
45145,candyball,ÄÐ,ÉäÊÖ×ù,2016/5/4 21:48,user,NA,0,0,464,508,32,3.4,0,0,0,0,0
45146,bdren,ÄÐ,ÄµÑò×ù,2016/6/6 22:27,user,NA,0,0,2645,157,65,2.9,0,0,0,0,0
45147,ithacajoy,±£ÃÜ,±£ÃÜ,2017/12/11 10:59,user,NA,0,1,11,0,72,0.2,0,0,0,0,0
45148,sagesse,ÄÐ,Ä¦ôÉ×ù,2017/12/21 15:04,user,NA,0,0,326,11,404,2.2,0,0,0,0,0
45150,Beatrice,Å®,Ë«×Ó×ù,2017/6/20 13:55,user,NA,1,0,550,9,443,2.1,0,0,0,0,0
45151,shenrui,ÄÐ,Ë«×Ó×ù,2018/1/9 17:33,user,NA,0,0,12,2,102,0.3,0,0,0,0,0
45152,Anamika,Å®,Ê¨×Ó×ù,2017/11/7 12:53,user,NA,1,0,6,0,38,0.2,0,0,0,0,0
45154,zifengminuo,Å®,Ë®Æ¿×ù,2018/1/9 23:30,user,NA,1,0,184,26,549,2.4,0,0,0,0,0
45155,xiheng,Å®,±£ÃÜ,2017/10/30 10:58,user,NA,1,0,14,0,30,0.2,0,0,0,0,0
45156,zwqiang,ÄÐ,´¦Å®×ù,2018/1/3 11:17,user,NA,0,0,88,13,640,2.2,0,0,0,0,0
45158,Cos,±£ÃÜ,±£ÃÜ,2018/1/9 16:13,user,NA,0,1,10,0,102,0.2,0,0,0,0,0
45160,poweryoung,ÄÐ,Ë«×Ó×ù,2018/1/27 10:42,user,NA,0,0,4470,297,664,3.2,0,0,0,0,0
45161,Buckeye,Å®,±£ÃÜ,2017/10/9 11:27,user,NA,1,0,5,0,9,0.2,0,0,0,0,0
45164,PaleFire,Å®,Ä¦ôÉ×ù,2017/5/9 19:49,user,NA,1,0,259,87,402,2.7,0,0,0,0,0
45166,pupu,ÄÐ,Ë«Óã×ù,2017/12/28 23:50,user,NA,0,0,234,31,412,2.4,0,0,0,0,0
45167,queenieyoung,±£ÃÜ,ÌìÐ«×ù,2017/12/8 20:55,user,NA,0,1,1532,0,615,2,0,0,0,0,0
45168,ccyatai,ÄÐ,½ðÅ£×ù,2017/5/28 0:30,user,NA,0,0,723,35,420,2.4,0,0,0,0,0
45170,SuFengdi,ÄÐ,ÌìÐ«×ù,2018/1/27 3:19,user,NA,0,0,2425,181,566,3,0,0,0,0,0
45171,Starxing,ÄÐ,Ë®Æ¿×ù,2018/1/27 0:42,user,NA,0,0,2896,55,664,2.6,0,0,0,0,0
45174,Tommyjiang,ÄÐ,Ê¨×Ó×ù,2017/5/3 9:26,user,NA,0,0,191,10,395,2.2,0,0,0,0,0
45176,Chaucer,ÄÐ,ÉäÊÖ×ù,2017/12/5 13:53,user,NA,0,0,496,27,611,2.4,0,0,0,0,0
45177,welldonexwh,ÄÐ,½ðÅ£×ù,2017/1/18 16:32,user,NA,0,0,565,9,291,2.1,0,0,0,0,0
45180,planetjj,Å®,Ìì³Ó×ù,2018/1/25 11:03,user,NA,1,0,16,0,117,0.2,0,0,0,0,0
45182,chenwenjun,Å®,½ðÅ£×ù,2017/12/31 20:48,user,NA,1,0,335,18,415,2.3,0,0,0,0,0
45184,gnccy,Å®,½ðÅ£×ù,2017/3/16 16:23,user,NA,1,0,565,39,348,2.5,0,0,0,0,0
45185,anqiao,ÄÐ,Ìì³Ó×ù,2017/11/29 11:35,user,NA,0,0,712,47,605,2.5,0,0,0,0,0
45188,mrcarl,ÄÐ,ÌìÐ«×ù,2018/1/27 15:48,user,NA,0,0,3509,2531,664,4.3,0,0,0,0,0
45189,geniusputh,±£ÃÜ,±£ÃÜ,2018/1/24 11:30,user,NA,0,1,297,19,116,0.6,0,0,0,0,0
45190,czc,ÄÐ,´¦Å®×ù,2018/1/27 9:48,user,NA,0,0,1655,80,664,2.7,0,0,0,0,0
45192,TKStranger,Å®,Ë«×Ó×ù,2017/12/14 14:37,user,NA,1,0,739,61,620,2.6,0,0,0,0,0
45194,Tit,ÄÐ,ÄµÑò×ù,2016/12/4 10:25,°æÎñ,NA,0,0,1114,307,245,3.2,0,1,1,0,0
45195,PeiPeiBecky,Å®,ÄµÑò×ù,2018/1/20 12:45,user,NA,1,0,532,44,657,2.5,0,0,0,0,0
45196,BackBone,ÄÐ,ÌìÐ«×ù,2018/1/27 10:45,user,NA,0,0,2308,343,566,3.2,0,0,0,0,0
45198,Beatriz,±£ÃÜ,Ìì³Ó×ù,2017/12/26 0:51,user,NA,0,1,23,2,87,0.3,0,0,0,0,0
45199,limian,Å®,Ä¦ôÉ×ù,2017/3/30 12:58,user,NA,1,0,369,68,361,2.6,0,0,0,0,0
45200,erictang,±£ÃÜ,±£ÃÜ,2018/1/26 15:44,user,NA,0,1,455,281,118,1.4,0,0,0,0,0
45201,kungfupanda,ÄÐ,ÄµÑò×ù,2017/12/21 21:28,user,NA,0,0,96,19,402,2.3,0,0,0,0,0
45202,yuanyi,Å®,±£ÃÜ,2018/1/26 13:10,user,NA,1,0,143,16,118,0.5,0,0,0,0,0
45203,sirodelaa,Å®,ÉäÊÖ×ù,2017/4/17 18:36,user,NA,1,0,4400,4388,380,4.6,0,0,0,0,0
45204,qinllin,ÄÐ,Ë«×Ó×ù,2017/12/8 11:38,user,NA,0,0,542,373,614,3.3,1,0,0,0,0
45205,shinezou,ÄÐ,¾ÞÐ·×ù,2017/4/4 13:34,user,NA,0,0,140,6,143,2.1,0,0,0,0,0
45206,ypcandy,Å®,´¦Å®×ù,2018/1/18 20:07,user,NA,1,0,625,37,656,2.4,0,0,0,0,0
45209,xyyyekong,Å®,¾ÞÐ·×ù,2018/1/27 11:28,user,NA,1,0,1319,172,664,2.9,0,0,0,0,0
45210,bean,±£ÃÜ,±£ÃÜ,2017/7/7 11:31,user,NA,0,1,5542,1872,460,4.1,0,0,0,0,0
45213,hellofoggy,Å®,Ë«×Ó×ù,2017/8/27 9:07,°æÎñ,NA,1,0,456,157,511,2.9,1,1,1,0,0
45214,Sidward,ÄÐ,ÌìÐ«×ù,2018/1/25 14:43,user,NA,0,0,573,60,564,2.6,1,0,0,0,0
45218,Lau,ÄÐ,Ê¨×Ó×ù,2016/12/10 10:57,user,NA,0,0,385,37,251,2.4,0,0,0,0,0
45219,ljz,Å®,ÌìÐ«×ù,2017/9/21 12:53,user,NA,1,0,2325,824,536,3.7,0,0,0,0,0
45220,cherrycc,Å®,ÉäÊÖ×ù,2016/4/5 15:10,user,NA,1,0,432,88,2,2.7,0,0,0,0,0
45222,dragonking,ÄÐ,Ê¨×Ó×ù,2018/1/27 12:14,user,NA,0,0,5821,336,664,3.2,0,0,0,0,0
45223,FlyingKodo,ÄÐ,ÉäÊÖ×ù,2017/5/23 21:37,user,NA,0,0,804,20,416,2.3,0,0,0,0,0
45225,zhanheng,ÄÐ,ÉäÊÖ×ù,2016/7/4 18:38,user,NA,0,0,70,2,93,2,0,0,0,0,0
45228,shaozij,±£ÃÜ,ÄµÑò×ù,2017/9/12 8:40,user,NA,0,1,727,40,527,2.5,0,0,0,0,0
45229,weyl,ÄÐ,±£ÃÜ,2018/1/27 13:32,user,NA,0,0,784,2,119,0.3,0,0,0,0,0
45230,phoenixes,ÄÐ,Ë«Óã×ù,2017/12/18 14:31,user,NA,0,0,23,0,79,0.2,0,0,0,0,0
45231,YANGLANG,ÄÐ,´¦Å®×ù,2016/5/5 8:13,user,NA,0,0,498,68,32,2.6,0,0,0,0,0
45232,yuliovo,Å®,½ðÅ£×ù,2017/12/18 15:42,user,NA,1,0,183,6,401,2.1,0,0,0,0,0
45234,futurelyf,Å®,Ë«×Ó×ù,2017/11/1 20:06,user,NA,1,0,6,0,33,0.2,0,0,0,0,0
45235,tenoclock,ÄÐ,½ðÅ£×ù,2017/12/16 21:30,user,NA,0,0,38,0,78,0.2,0,0,0,0,0
45236,chuandi,ÄÐ,½ðÅ£×ù,2017/12/22 0:05,user,NA,0,0,792,20,628,2.3,0,0,0,0,0
45237,AtInSrTa,ÄÐ,½ðÅ£×ù,2017/11/10 16:55,user,NA,0,0,951,543,587,3.4,1,0,0,0,0
45239,yutangyl,ÄÐ,Ìì³Ó×ù,2017/1/26 13:36,user,NA,0,0,2228,53,298,2.5,0,0,0,0,0
45241,lww,Å®,Ë«×Ó×ù,2018/1/10 20:45,user,NA,1,0,159,3,538,2,0,0,0,0,0
45242,wjryyjk,Å®,Ä¦ôÉ×ù,2018/1/13 9:24,user,NA,1,0,582,90,650,2.7,0,0,0,0,0
45243,iridescent,Å®,ÉäÊÖ×ù,2017/12/31 20:38,user,NA,1,0,1344,132,638,2.8,0,0,0,0,0
45246,Lucretia,Å®,ÌìÐ«×ù,2017/9/11 12:49,user,NA,1,0,599,25,416,2.3,0,0,0,0,0
45248,sunyibing,Å®,Ìì³Ó×ù,2018/1/5 0:19,user,NA,1,0,223,21,642,2.3,0,0,0,0,0
45249,srf,ÄÐ,´¦Å®×ù,2017/11/13 18:02,user,NA,0,0,642,39,590,2.5,0,0,0,0,0
45251,yqjzxc,ÄÐ,Ê¨×Ó×ù,2018/1/27 8:28,°æÎñ,NA,0,0,2375,270,664,3.1,0,1,1,0,0
45252,beitiandijun,±£ÃÜ,ÄµÑò×ù,2018/1/27 14:07,user,NA,0,1,1870,23,664,2.3,0,0,0,0,0
45253,jqlxy,Å®,´¦Å®×ù,2017/12/24 14:10,user,NA,1,0,580,37,630,2.4,0,0,0,0,0
45255,ouroboros,±£ÃÜ,±£ÃÜ,2018/1/9 18:31,user,NA,0,1,57,0,102,0.2,0,0,0,0,0
45256,cythiayx,Å®,Ä¦ôÉ×ù,2018/1/24 22:11,user,NA,1,0,1497,22,552,2.3,0,0,0,0,0
45257,lengerbao,ÄÐ,ÌìÐ«×ù,2017/5/21 12:28,user,NA,0,0,759,8,413,2.1,0,0,0,0,0
45258,xiabcde,ÄÐ,´¦Å®×ù,2018/1/24 10:01,user,NA,0,0,799,102,661,2.8,0,0,0,0,0
45260,qitong,ÄÐ,´¦Å®×ù,2017/11/4 17:00,user,NA,0,0,5607,7462,581,4.9,0,0,0,0,0
45261,PenguinH,Å®,Ä¦ôÉ×ù,2017/11/30 11:50,user,NA,1,0,672,159,606,2.9,0,0,0,0,0
45262,Fermi,ÄÐ,Ä¦ôÉ×ù,2018/1/8 14:33,user,NA,0,0,658,35,547,2.4,0,0,0,0,0
45263,rodent,Å®,Ë«×Ó×ù,2018/1/13 18:30,user,NA,1,0,3513,4948,651,4.7,14,0,0,0,0
45264,AprilZ,±£ÃÜ,Ë®Æ¿×ù,2018/1/22 19:57,user,NA,0,1,16,1,115,0.2,0,0,0,0,0
45265,huanglirong,Å®,Ë«Óã×ù,2016/9/15 20:04,user,NA,1,0,109,19,166,2.3,0,0,0,0,0
45266,shirleymerry,Å®,Ë®Æ¿×ù,2016/6/6 5:45,user,NA,1,0,326,12,64,2.2,0,0,0,0,0
45267,San,Å®,Ë«Óã×ù,2017/6/29 0:18,user,NA,1,0,1238,745,452,3.6,2,0,0,0,0
45268,brave,ÄÐ,ÌìÐ«×ù,2018/1/3 14:50,user,NA,0,0,162,10,640,2.2,0,0,0,0,0
45269,LTAYO,ÄÐ,±£ÃÜ,2017/11/13 7:46,user,NA,0,0,17,0,44,0.2,0,0,0,0,0
45272,zhrme,ÄÐ,ÌìÐ«×ù,2016/4/12 7:35,user,NA,0,0,1484,491,9,3.4,0,0,0,0,0
45274,lovesleepxp,ÄÐ,ÌìÐ«×ù,2017/9/7 23:11,user,NA,0,0,605,5,425,2,0,0,0,0,0
45276,xqxq,Å®,Ê¨×Ó×ù,2018/1/25 22:05,user,NA,1,0,1668,63,663,2.6,0,0,0,0,0
45277,suiqiu,Å®,Ë®Æ¿×ù,2018/1/18 20:50,user,NA,1,0,836,82,656,2.7,0,0,0,0,0
45278,rebeccarich,Å®,Ë®Æ¿×ù,2017/12/25 15:34,user,NA,1,0,824,437,631,3.3,19,0,0,0,0
45279,OnionYangzom,Å®,ÉäÊÖ×ù,2016/11/2 16:14,user,NA,1,0,143,3,214,2,0,0,0,0,0
45280,flystone,ÄÐ,ÌìÐ«×ù,2018/1/19 9:24,user,NA,0,0,44,25,111,0.6,0,0,0,0,0
45281,lzwpanda,ÄÐ,Ë®Æ¿×ù,2018/1/27 12:59,user,NA,0,0,1004,44,440,2.5,0,0,0,0,0
45282,suitmyself,ÄÐ,Ìì³Ó×ù,2018/1/26 17:28,user,NA,0,0,1585,35,664,2.4,0,0,0,0,0
45284,fry,Å®,ÌìÐ«×ù,2017/7/1 12:15,user,NA,1,0,157,3,356,2,0,0,0,0,0
45288,yinzheyijie,ÄÐ,Ë«Óã×ù,2017/11/25 11:14,user,NA,0,0,257,39,601,2.5,0,0,0,0,0
45289,magela,±£ÃÜ,±£ÃÜ,2017/2/25 9:48,user,NA,0,1,231,6,230,2.1,0,0,0,0,0
45290,llil,ÄÐ,´¦Å®×ù,2018/1/27 8:46,user,NA,0,0,314,3,119,0.3,0,0,0,0,0
45293,shxlms,Å®,Ë«×Ó×ù,2018/1/23 21:50,°æÎñ,NA,1,0,5274,920,661,3.7,0,1,1,0,0
45297,Sylvanas,ÄÐ,Ë®Æ¿×ù,2018/1/27 10:48,user,NA,0,0,57,0,119,0.2,0,0,0,0,0
45298,sues,Å®,Ë«×Ó×ù,2018/1/27 14:04,user,NA,1,0,1400,73,664,2.6,0,0,0,0,0
45303,wscxt,ÄÐ,ÄµÑò×ù,2017/10/7 17:56,user,NA,0,0,11,0,8,0.2,0,0,0,0,0
45306,honglinan,ÄÐ,ÌìÐ«×ù,2017/6/14 9:38,user,NA,0,0,428,10,339,2.2,0,0,0,0,0
45307,sevensr,±£ÃÜ,ÄµÑò×ù,2018/1/1 19:12,user,NA,0,1,56,0,94,0.2,0,0,0,0,0
45308,molinzhaoze,ÄÐ,ÉäÊÖ×ù,2017/5/28 17:35,user,NA,0,0,175,6,421,2.1,0,0,0,0,0
45310,cawaaa,±£ÃÜ,¾ÞÐ·×ù,2017/4/18 22:51,user,NA,0,1,1747,90,381,2.7,0,0,0,0,0
45315,qiujiangjimo,±£ÃÜ,Ë«×Ó×ù,2017/8/17 21:30,user,NA,0,1,400,122,502,2.8,0,0,0,0,0
45316,qingzi,Å®,½ðÅ£×ù,2018/1/27 14:49,user,NA,1,0,1322,7,664,2.1,0,0,0,0,0
45317,hhdzry,ÄÐ,Ê¨×Ó×ù,2017/7/31 20:12,user,NA,0,0,526,223,485,3.1,2,0,0,0,0
45318,tuntun,ÄÐ,Ë«Óã×ù,2018/1/27 8:51,user,NA,0,0,295,0,119,0.2,0,0,0,0,0
45321,escapehan,Å®,Ìì³Ó×ù,2018/1/27 0:51,user,NA,1,0,415,28,566,2.4,0,0,0,0,0
45322,huazhaojie,Å®,Ë®Æ¿×ù,2016/10/21 14:26,user,NA,1,0,335,16,201,2.2,0,0,0,0,0
45323,nkyle,ÄÐ,ÉäÊÖ×ù,2018/1/24 19:42,user,NA,0,0,428,92,564,2.7,0,0,0,0,0
45326,Boyle,ÄÐ,ÄµÑò×ù,2017/11/3 13:43,user,NA,0,0,7,0,34,0.2,0,0,0,0,0
45328,lolipopHZ,ÄÐ,´¦Å®×ù,2018/1/18 14:31,user,NA,0,0,1108,37,655,2.4,0,0,0,0,0
45329,fengwentong,ÄÐ,ÉäÊÖ×ù,2017/1/24 13:38,user,NA,0,0,335,54,296,2.6,0,0,0,0,0
45330,busyzhong,±£ÃÜ,±£ÃÜ,2017/12/15 20:41,user,NA,0,1,9,0,77,0.2,0,0,0,0,0
45331,coexzy,ÄÐ,½ðÅ£×ù,2018/1/26 16:35,user,NA,0,0,4406,102,664,2.8,0,0,0,0,0
45332,junxin,±£ÃÜ,Ä¦ôÉ×ù,2018/1/27 13:10,user,NA,0,1,238,1,119,0.2,0,0,0,0,0
45334,hzqmaidou,Å®,Ä¦ôÉ×ù,2016/7/2 20:11,user,NA,1,0,79,0,91,2,0,0,0,0,0
45335,shanhu,Å®,¾ÞÐ·×ù,2017/6/15 8:20,user,NA,1,0,850,12,340,2.2,0,0,0,0,0
45337,yuntianke,ÄÐ,½ðÅ£×ù,2017/8/22 22:43,user,NA,0,0,896,49,507,2.5,1,0,0,0,0
45338,wangqiqipku,Å®,´¦Å®×ù,2018/1/2 10:54,user,NA,1,0,5,0,94,0.2,0,0,0,0,0
45340,gatsbywang,ÄÐ,ÄµÑò×ù,2018/1/17 11:57,user,NA,0,0,3105,214,654,3,0,0,0,0,0
45345,littlewu,ÄÐ,ÉäÊÖ×ù,2017/7/26 15:26,user,NA,0,0,5320,3911,479,4.5,0,0,0,0,0
45346,wcsuits,Å®,Ê¨×Ó×ù,2017/8/4 14:12,°æÎñ,NA,1,0,919,195,999,6,0,1,1,0,0
45347,lhyyhl,Å®,ÄµÑò×ù,2017/10/28 8:39,user,NA,1,0,16,0,28,0.2,0,0,0,0,0
45348,MrNoob,ÄÐ,Ë«Óã×ù,2018/1/14 16:27,user,NA,0,0,14,0,107,0.2,0,0,0,0,0
45351,happyDTZn,Å®,Ìì³Ó×ù,2017/12/17 10:15,user,NA,1,0,1557,135,623,2.9,0,0,0,0,0
45355,jlzz,ÄÐ,Ìì³Ó×ù,2018/1/26 16:24,user,NA,0,0,1598,19,441,2.3,0,0,0,0,0
45356,dropwing,ÄÐ,Ë«×Ó×ù,2018/1/24 21:25,user,NA,0,0,896,280,662,3.1,0,0,0,0,0
45358,soloist,ÄÐ,¾ÞÐ·×ù,2017/2/28 18:43,user,NA,0,0,264,4,332,2,0,0,0,0,0
45359,aileenyy,Å®,ÉäÊÖ×ù,2017/11/17 19:39,user,NA,1,0,11,0,49,0.2,0,0,0,0,0
45360,AYAKASHI,ÄÐ,Ìì³Ó×ù,2018/1/24 14:36,user,NA,0,0,685,45,661,2.5,0,0,0,0,0
45363,xiajing,ÄÐ,ÄµÑò×ù,2017/12/29 19:07,user,NA,0,0,9,0,91,0.2,0,0,0,0,0
45364,verawei,±£ÃÜ,ÉäÊÖ×ù,2018/1/15 21:43,user,NA,0,1,833,158,653,2.9,0,0,0,0,0
45366,skyzhang,ÄÐ,ÌìÐ«×ù,2017/12/17 9:51,user,NA,0,0,723,32,623,2.4,0,0,0,0,0
45367,Georgezhang,ÄÐ,Ìì³Ó×ù,2018/1/11 14:43,user,NA,0,0,1056,57,550,2.6,0,0,0,0,0
45370,frejean,ÄÐ,±£ÃÜ,2018/1/27 11:02,user,NA,0,0,1601,220,566,3,0,0,0,0,0
45376,xuelong,ÄÐ,±£ÃÜ,2018/1/24 9:31,user,NA,0,0,43,1,116,0.2,0,0,0,0,0
45377,xsclq,ÄÐ,Ë«Óã×ù,2017/11/16 11:28,user,NA,0,0,305,44,592,2.5,0,0,0,0,0
45379,huiminhuhu,Å®,ÄµÑò×ù,2017/12/12 20:36,user,NA,1,0,49,0,74,0.2,0,0,0,0,0
45382,Celebijayan,ÄÐ,Ê¨×Ó×ù,2016/10/26 11:10,user,NA,0,0,292,11,206,2.2,0,0,0,0,0
45383,sjby,Å®,¾ÞÐ·×ù,2017/11/15 15:10,user,NA,1,0,318,43,591,2.5,0,0,0,0,0
45389,lilygreen,Å®,Ë«Óã×ù,2017/11/18 23:21,user,NA,1,0,373,38,595,2.4,0,0,0,0,0
45392,cxycherry,Å®,Ë«Óã×ù,2016/12/31 23:15,user,NA,1,0,302,41,273,2.5,0,0,0,0,0
45395,yjbwmm,Å®,½ðÅ£×ù,2018/1/23 16:47,user,NA,1,0,365,34,563,2.4,0,0,0,0,0
45397,pkueconerwxh,ÄÐ,Ë«Óã×ù,2018/1/24 16:15,user,NA,0,0,218,3,117,0.3,0,0,0,0,0
45398,PandoraPRB,Å®,ÌìÐ«×ù,2018/1/14 10:34,user,NA,1,0,42,0,106,0.2,0,0,0,0,0
